transaction_id;issue_date;certificate_fee;payment_method;student_id;student_name;student_email;student_country;student_age;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date
2811;2024-11-22;29.27;Credit Card;879;Layla Costa;layla.costa457@yahoo.com;Spain;51;59;SkillWorld;United States;312;Excel Professional Certificate;completion;English;2101;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2024-09-13
337;2022-06-06;54.83;Credit Card;677;Pedro Meyer;pedro.meyer894@icloud.com;United States;34;23;BrightSphere;Sweden;673;Database Foundations Certificate;completion;Spanish;1079;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2022-05-27
7855;2030-03-11;362.84;PayPal;372;Thomas Costa;thomas.costa698@hotmail.com;Australia;34;183;EduUniversity;Israel;681;Data Professional;professional;Italian;2102;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2026-01-15
2075;2024-05-14;281.0;PayPal;762;David Singh;david.singh860@protonmail.com;United Kingdom;32;81;SmartWorld;Netherlands;6;Business Intelligence Specialist;specialization;Spanish;28;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2022-10-01
2936;2024-12-26;46.75;PayPal;928;Joseph Thomas;joseph.thomas981@protonmail.com;India;55;471;LearnConnect;Netherlands;533;Database Foundations Certificate;completion;German;1388;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2022-04-02
7506;2029-08-27;352.67;PayPal;390;Ali Brown;ali.brown714@icloud.com;Canada;34;288;BrightCenter;Portugal;375;Statistics for Business Certificate;specialization;Portuguese;73;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2023-11-08
5383;2026-06-02;420.08;Credit Card;787;Barbara Brown;barbara.brown115@icloud.com;India;24;149;LearnVault;Portugal;435;Statistics for Business Certificate;specialization;French;2103;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2022-03-16
8675;2031-05-24;890.24;Credit Card;730;Linda Colombo;linda.colombo624@hotmail.com;United Kingdom;32;393;PeakVault;India;988;Machine Learning Foundations Certificate;advanced;German;2104;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2022-06-06
9905;2033-06-19;51.38;Credit Card;613;Richard Jones;richard.jones962@protonmail.com;United States;57;54;PrimeCampus;United States;512;Excel Professional Certificate;completion;English;143;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-12-02
10306;2034-06-07;635.63;Bank Transfer;86;Inês Dubois;inês.dubois951@hotmail.com;United States;37;206;DigitalGrow;United Kingdom;498;Power BI Analyst Certificate;professional;English;2105;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2025-04-04
983;2023-05-09;450.0;Debit Card;2;Jennifer Marino;jennifer.marino907@icloud.com;India;44;67;SkillInstitute;United States;722;Business Analytics Certificate;specialization;English;85;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2021-11-28
8711;2031-06-14;120.0;Credit Card;308;William Singh;william.singh146@yahoo.com;United States;37;319;ZenWorks;Germany;396;Web Development Foundations Certificate;completion;German;2106;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2021-07-25
3053;2025-01-22;174.23;Debit Card;555;Priya Meyer;priya.meyer362@yahoo.com;United Kingdom;28;139;PeakWorks;Australia;582;Business Analytics Certificate;specialization;Spanish;146;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2021-11-11
3256;2025-03-07;543.09;Credit Card;371;Amina Ricci;amina.ricci758@gmail.com;Italy;25;359;AgilePath;Germany;100;Operations Excellence Certificate;advanced;Spanish;2107;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2024-02-26
8271;2030-10-14;39.99;Credit Card;797;Ava Shah;ava.shah248@gmail.com;India;40;153;DigitalWorld;Germany;865;Cybersecurity Awareness Certificate;completion;Portuguese;2108;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2023-09-22
7267;2029-04-30;191.43;Credit Card;57;Pedro Costa;pedro.costa510@gmail.com;United States;25;449;NexusMind;United Kingdom;822;Business Analytics Certificate;specialization;Italian;2109;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2025-12-01
6267;2027-10-28;627.93;PayPal;522;Susan Ferrari;susan.ferrari922@yahoo.com;Netherlands;62;221;PrimeInstitute;United States;981;Data Professional;professional;Portuguese;2110;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2025-07-31
8376;2030-12-16;234.54;Debit Card;808;Karen Mehta;karen.mehta138@hotmail.com;India;22;392;CloudPro;India;687;Digital Marketing Analyst;specialization;Italian;2111;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2023-03-21
5981;2027-05-07;212.5;Debit Card;926;Hassan Durand;hassan.durand418@protonmail.com;United Kingdom;60;263;OpenConnect;United States;242;Business Analytics Certificate;specialization;German;2112;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2025-03-27
8664;2031-05-20;104.3;Debit Card;614;Isabella Ferreira;isabella.ferreira224@protonmail.com;Portugal;25;25;EliteGate;France;492;Excel Professional Certificate;completion;English;2113;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2025-03-30
9297;2032-05-08;692.22;Credit Card;538;Maria Meyer;maria.meyer95@protonmail.com;United States;22;129;SmartConnect;India;261;Data Professional;professional;English;1921;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2024-08-06
1881;2024-03-19;156.94;Credit Card;374;Ahmed Miller;ahmed.miller900@outlook.com;India;61;34;NexusSphere;Spain;287;Digital Marketing Analyst;specialization;English;2114;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2023-11-09
1960;2024-04-10;102.23;Credit Card;613;Richard Jones;richard.jones962@protonmail.com;United States;57;205;PeakHive;Portugal;116;Web Development Foundations Certificate;completion;Italian;81;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2022-08-04
969;2023-05-04;86.55;Credit Card;531;Richard Marino;richard.marino994@outlook.com;India;21;189;GlobalBoost;United States;464;Cloud Fundamentals Certificate;completion;English;64;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2023-01-05
2624;2024-10-02;1082.78;Credit Card;561;Arjun Wilson;arjun.wilson584@hotmail.com;Mexico;24;80;OpenCampus;France;730;Industrial IoT Certificate;advanced;English;1487;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2024-02-28
6666;2028-06-13;737.1;Credit Card;438;James Ferreira;james.ferreira511@icloud.com;Portugal;54;323;EduGate;United States;400;Operations Excellence Certificate;advanced;Portuguese;1588;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2023-09-04
6061;2027-06-26;67.9;Credit Card;374;Ahmed Miller;ahmed.miller900@outlook.com;India;61;59;SkillWorld;United States;799;AI Productivity Certificate;completion;English;2115;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-09-13
10149;2034-01-25;451.21;Credit Card;773;Mary Meyer;mary.meyer483@outlook.com;United States;62;22;ApexBoost;India;337;Supply Chain Analytics Certificate;advanced;French;2116;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2025-06-02
9552;2032-10-16;778.85;Bank Transfer;869;Miguel Alves;miguel.alves115@hotmail.com;Canada;40;357;PrimeUniversity;Germany;43;Project Management Certificate;professional;English;2117;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2023-08-01
3415;2025-04-07;51.11;Credit Card;596;Inês Ferrari;inês.ferrari604@hotmail.com;United Kingdom;18;232;DigitalNet;Netherlands;244;Cloud Fundamentals Certificate;completion;English;2118;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2023-07-02
2453;2024-08-22;663.6;Credit Card;521;Robert Petit;robert.petit720@hotmail.com;Portugal;59;201;TechSphere;Netherlands;488;Machine Learning Foundations Certificate;advanced;English;54;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2022-10-15
9938;2033-07-18;53.2;Credit Card;84;Omar Bernard;omar.bernard284@protonmail.com;United Kingdom;34;218;CloudSchool;Canada;84;Cloud Fundamentals Certificate;completion;English;2119;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2025-10-21
2804;2024-11-20;120.0;Credit Card;196;Wei Becker;wei.becker303@hotmail.com;Argentina;55;312;DataAcademy;Germany;556;Web Development Foundations Certificate;completion;French;199;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2022-07-26
241;2022-04-01;712.19;PayPal;270;Arjun Romano;arjun.romano262@hotmail.com;Italy;32;254;DigitalAcademy;Canada;790;Industrial IoT Certificate;advanced;English;177;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2022-01-16
2743;2024-11-03;799.64;Credit Card;980;James Kumar;james.kumar691@protonmail.com;Japan;46;363;CoreNet;United States;849;Financial Modeling Certificate;professional;English;2120;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2021-05-30
716;2022-12-30;71.89;Credit Card;489;William Bianchi;william.bianchi29@outlook.com;Germany;60;471;LearnConnect;Netherlands;156;Web Development Foundations Certificate;completion;Italian;2121;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2022-04-02
